timestamp,confusion,frustration,interest,understanding
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
